selection_rank,status,decision,model_id,candidate_name,model_kind,role,variant_name,leverage,allocation_fraction,target_notional_fraction_of_equity,expected_replay_notional_for_10000_equity,live_notional_for_10000_equity,notional_parity_passed,train_return,train_mdd,train_sharpe,train_sortino,train_smart_sortino,train_calmar,train_trade_event_count,train_turnover_proxy,train_return_per_turnover_proxy_bps,train_return_per_turnover_proxy_pass,validation_return,validation_mdd,validation_sharpe,validation_sortino,validation_smart_sortino,validation_calmar,validation_trade_event_count,validation_turnover_proxy,validation_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_pass,train_validation_return_ratio,locked_oos_return,locked_oos_mdd,locked_oos_sharpe,locked_oos_sortino,locked_oos_smart_sortino,locked_oos_calmar,locked_oos_trade_event_count,locked_oos_turnover_proxy,locked_oos_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_pass,locked_oos_liquidation_count,locked_oos_account_wipeout_count,avg_bbo_spread_bps_assumption,bbo_spread_multiplier,return_per_turnover_proxy_threshold_bps,execution_efficiency_proxy_gate_pass,selection_eligible,calendar_quarantined,historical_oos_bucket_quarantined,primary_10bps_promotion_gate_pass,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,primary_10bps_gate_reasons,trade_filter_params
512,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_quality_single_pair_2p0x_0p175alloc,alpha_zoo_quality_single_pair,individual_seed,fresh_train_validation_10bps_retune,,2.0,0.175,0.35,3500.0,3500.0,True,-0.051617946749611954,0.3170599720345461,-0.13564979787630782,-0.06603361836304529,-0.05013713860048375,-0.16280183972257395,1416,495.59999999999997,-1.041524349265778,False,-0.03163925079664409,0.08237719135974918,-0.7173846385305365,-0.33675373074677706,-0.31112419352049187,-1.4865515743975297,334,116.89999999999999,-2.706522737095303,False,0.0,-0.03751209132038247,0.09837443788899439,-2.1416858708927644,-1.076658445381448,-0.980228971324858,-2.6375348414119686,183,64.05,-5.856688730738871,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0316_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-1.042_not_above_10.000;validation_return_per_turnover_proxy_bps_-2.707_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-5.857_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
513,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_slow_residual_pair_5p0x_0p05alloc,alpha_zoo_slow_residual_pair,individual_seed,fresh_train_validation_10bps_retune,,5.0,0.05,0.25,2500.0,2500.0,True,-0.21912006240710324,0.305960770665,-1.494436676214158,-0.7261170727333411,-0.5560022085223889,-0.7161704486848098,1450,362.5,-6.044691376747676,False,-0.004110595392212368,0.07010567402776213,-0.04561076990223853,-0.021434822045679373,-0.020030565733756948,-0.23674015059804265,345,86.25,-0.4765907701115789,False,0.0,-0.045004985166484546,0.07827982142927464,-3.446310932083614,-1.7743169593002373,-1.6455069677074694,-3.8779870859139787,212,53.0,-8.491506635185763,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0041_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-6.045_not_above_10.000;validation_return_per_turnover_proxy_bps_-0.477_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-8.492_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
514,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_slow_residual_pair_2p0x_0p125alloc,alpha_zoo_slow_residual_pair,individual_seed,fresh_train_validation_10bps_retune,,2.0,0.125,0.25,2500.0,2500.0,True,-0.21912006240710324,0.305960770665,-1.494436676214158,-0.7261170727333411,-0.5560022085223889,-0.7161704486848098,1450,362.5,-6.044691376747676,False,-0.004110595392212368,0.07010567402776213,-0.04561076990223853,-0.021434822045679373,-0.020030565733756948,-0.23674015059804265,345,86.25,-0.4765907701115789,False,0.0,-0.045004985166484546,0.07827982142927464,-3.446310932083614,-1.7743169593002373,-1.6455069677074694,-3.8779870859139787,212,53.0,-8.491506635185763,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0041_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-6.045_not_above_10.000;validation_return_per_turnover_proxy_bps_-0.477_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-8.492_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
515,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_long_risk_on_4p0x_0p05alloc,alpha_zoo_long_risk_on,individual_seed,fresh_train_validation_10bps_retune,,4.0,0.05,0.2,2000.0,2000.0,True,-0.046541350890295985,0.16562771345369437,-0.3554767914995092,-0.15887730843013279,-0.13630193122243772,-0.2809997790817046,1344,268.8,-1.7314490658592256,False,-0.03469039276049912,0.08072541960394387,-1.5165591157083311,-0.557273802264701,-0.5156479084844016,-1.6554663154926144,296,59.2,-5.859863641976203,False,0.0,-0.04520483224588523,0.04764418600665212,-5.49616961347163,-2.464441132638209,-2.3523646344395033,-6.395582307524188,187,37.4,-12.086853541680544,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0347_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-1.731_not_above_10.000;validation_return_per_turnover_proxy_bps_-5.860_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.087_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
516,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_long_risk_on_2p0x_0p1alloc,alpha_zoo_long_risk_on,individual_seed,fresh_train_validation_10bps_retune,,2.0,0.1,0.2,2000.0,2000.0,True,-0.046541350890295985,0.16562771345369437,-0.3554767914995092,-0.15887730843013279,-0.13630193122243772,-0.2809997790817046,1344,268.8,-1.7314490658592256,False,-0.03469039276049912,0.08072541960394387,-1.5165591157083311,-0.557273802264701,-0.5156479084844016,-1.6554663154926144,296,59.2,-5.859863641976203,False,0.0,-0.04520483224588523,0.04764418600665212,-5.49616961347163,-2.464441132638209,-2.3523646344395033,-6.395582307524188,187,37.4,-12.086853541680544,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0347_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-1.731_not_above_10.000;validation_return_per_turnover_proxy_bps_-5.860_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.087_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
517,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_long_risk_on_1p0x_0p2alloc,alpha_zoo_long_risk_on,individual_seed,fresh_train_validation_10bps_retune,,1.0,0.2,0.2,2000.0,2000.0,True,-0.046541350890295985,0.16562771345369437,-0.3554767914995092,-0.15887730843013279,-0.13630193122243772,-0.2809997790817046,1344,268.8,-1.7314490658592256,False,-0.03469039276049912,0.08072541960394387,-1.5165591157083311,-0.557273802264701,-0.5156479084844016,-1.6554663154926144,296,59.2,-5.859863641976203,False,0.0,-0.04520483224588523,0.04764418600665212,-5.49616961347163,-2.464441132638209,-2.3523646344395033,-6.395582307524188,187,37.4,-12.086853541680544,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0347_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-1.731_not_above_10.000;validation_return_per_turnover_proxy_bps_-5.860_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.087_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
518,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_high_confidence_single_pair_4p0x_0p1alloc,alpha_zoo_high_confidence_single_pair,individual_seed,fresh_train_validation_10bps_retune,,4.0,0.1,0.4,4000.0,4000.0,True,-0.20522600800091906,0.26832117047635506,-1.2383642565046564,-0.4137163626184791,-0.32619211304585877,-0.7648520898912966,821,328.40000000000003,-6.24926942755539,False,-0.011595746235810833,0.056734414673341844,-0.29321587252456177,-0.10083770389246104,-0.09542388559724538,-0.815807693762029,161,64.4,-1.8005817136352225,False,0.0,0.010410428719840104,0.0511082807082105,0.7957002293381098,0.34974206748605613,0.33273647815847157,1.6586092920899813,106,42.400000000000006,2.4552897924151185,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0116_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-6.249_not_above_10.000;validation_return_per_turnover_proxy_bps_-1.801_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_2.455_not_above_10.000;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
519,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_high_confidence_single_pair_2p0x_0p2alloc,alpha_zoo_high_confidence_single_pair,individual_seed,fresh_train_validation_10bps_retune,,2.0,0.2,0.4,4000.0,4000.0,True,-0.20522600800091906,0.26832117047635506,-1.2383642565046564,-0.4137163626184791,-0.32619211304585877,-0.7648520898912966,821,328.40000000000003,-6.24926942755539,False,-0.011595746235810833,0.056734414673341844,-0.29321587252456177,-0.10083770389246104,-0.09542388559724538,-0.815807693762029,161,64.4,-1.8005817136352225,False,0.0,0.010410428719840104,0.0511082807082105,0.7957002293381098,0.34974206748605613,0.33273647815847157,1.6586092920899813,106,42.400000000000006,2.4552897924151185,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0116_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-6.249_not_above_10.000;validation_return_per_turnover_proxy_bps_-1.801_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_2.455_not_above_10.000;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
520,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_quality_single_pair_5p0x_0p075alloc,alpha_zoo_quality_single_pair,individual_seed,fresh_train_validation_10bps_retune,,5.0,0.075,0.375,3750.0,3750.0,True,-0.05687478584211447,0.3359637793945753,-0.13555209556390463,-0.06599393736925432,-0.049397998948116015,-0.16928844515502797,1416,531.0,-1.0710882456142086,False,-0.03409289333627019,0.08802498302039642,-0.7171855889911798,-0.33667091264738414,-0.30943307175978035,-1.4934090443726324,334,125.25,-2.7219874919177798,False,0.0,-0.04021431453788993,0.10504225854691081,-2.141202091201666,-1.0764832942506708,-0.9741557718038819,-2.6241242338644066,183,68.625,-5.860009404428405,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0341_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-1.071_not_above_10.000;validation_return_per_turnover_proxy_bps_-2.722_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-5.860_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
521,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_quality_single_pair_3p0x_0p125alloc,alpha_zoo_quality_single_pair,individual_seed,fresh_train_validation_10bps_retune,,3.0,0.125,0.375,3750.0,3750.0,True,-0.05687478584211447,0.3359637793945753,-0.13555209556390463,-0.06599393736925432,-0.049397998948116015,-0.16928844515502797,1416,531.0,-1.0710882456142086,False,-0.03409289333627019,0.08802498302039642,-0.7171855889911798,-0.33667091264738414,-0.30943307175978035,-1.4934090443726324,334,125.25,-2.7219874919177798,False,0.0,-0.04021431453788993,0.10504225854691081,-2.141202091201666,-1.0764832942506708,-0.9741557718038819,-2.6241242338644066,183,68.625,-5.860009404428405,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0341_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-1.071_not_above_10.000;validation_return_per_turnover_proxy_bps_-2.722_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-5.860_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
522,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_default_1p0x_0p075alloc,alpha_zoo_default,individual_seed,fresh_train_validation_10bps_retune,,1.0,0.075,0.075,750.0,750.0,True,-0.10294324511629149,0.16475151584752623,-1.6301270430933696,-1.0972849557402575,-0.9420764350255625,-0.624839441304826,3078,230.85,-4.459313195420901,False,-0.04022196783242182,0.04372822903143638,-2.788331463075026,-1.7452389381495252,-1.6721200879745102,-3.5133669695613303,749,56.175,-7.160118884276248,False,0.0,-0.017505983975514505,0.028861825384187457,-3.5474653359835284,-2.655511823068213,-2.5810189060874307,-4.488897383053156,389,29.174999999999997,-6.000337266671639,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0402_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-4.459_not_above_10.000;validation_return_per_turnover_proxy_bps_-7.160_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-6.000_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
523,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_high_confidence_long_only_8p0x_0p2alloc,alpha_zoo_high_confidence_long_only,individual_seed,fresh_train_validation_10bps_retune,,8.0,0.2,1.6,16000.0,16000.0,True,-0.4381118312247352,0.597056912357488,-0.8012583057831224,-0.19256598540220335,-0.12057553109860561,-0.7337857114740438,486,777.6,-5.634154208137026,False,0.197567162463828,0.17573735375478386,1.9768979689159278,0.5570916195320761,0.4738231865756178,6.1475875504591935,104,166.4,11.873026590374279,True,-2.217533651650981,-0.016700526709554464,0.1527105639516088,-0.11772964100818116,-0.048323190695418544,-0.04192135667583521,-0.8115720151668447,73,116.80000000000001,-1.4298396155440465,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_return_not_positive;train_validation_return_ratio_-2.2175_below_0.50;train_return_per_turnover_proxy_bps_-5.634_not_above_10.000;validation_mdd_0.1757_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-1.430_not_above_10.000;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,{}
524,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_fast_residual_1p0x_0p075alloc,alpha_zoo_fast_residual,individual_seed,fresh_train_validation_10bps_retune,,1.0,0.075,0.075,750.0,750.0,True,-0.19458445295371318,0.1997194015505462,-4.599085623083876,-2.9206987998499465,-2.4344849271214297,-0.974289184941637,3102,232.64999999999998,-8.363827765042476,False,-0.0284420906963071,0.030402066188848085,-2.6177507711566004,-1.746813863926651,-1.6952740306389311,-3.6387749134544647,767,57.525,-4.944300859853472,False,0.0,-0.00867884204790137,0.019212045235140366,-2.1757771857690797,-1.4880266551319887,-1.4599775013340714,-3.4452666471104996,391,29.325,-2.9595369302306462,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0284_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-8.364_not_above_10.000;validation_return_per_turnover_proxy_bps_-4.944_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-2.960_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
525,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_slow_residual_pair_8p0x_0p03alloc,alpha_zoo_slow_residual_pair,individual_seed,fresh_train_validation_10bps_retune,,8.0,0.03,0.24,2400.0,2400.0,True,-0.26652583317276024,0.2955947214795885,-1.8602073913548698,-0.8103337222257119,-0.6254530902227656,-0.9016596502084848,1450,348.0,-7.658788309562077,False,-0.003866572429584436,0.06738051180869767,-0.0460871785934316,-0.021656972912810202,-0.020289833544095748,-0.23177928122617075,345,82.8,-0.46697734656816864,False,0.0,-0.04322055815322756,0.07525946901216235,-3.4463843753299317,-1.7743369787745846,-1.6501477363455934,-3.896901887505512,212,50.879999999999995,-8.494606555272714,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0039_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-7.659_not_above_10.000;validation_return_per_turnover_proxy_bps_-0.467_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-8.495_not_above_10.000;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
526,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_long_risk_on_7p0x_0p03alloc,alpha_zoo_long_risk_on,individual_seed,fresh_train_validation_10bps_retune,,7.0,0.03,0.21,2100.0,2100.0,True,-0.07307087158144243,0.19408482958318338,-0.5461009891223444,-0.2338972792400523,-0.1958799521150422,-0.37648935127165506,1344,282.24,-2.5889622867574555,False,-0.03643954192208665,0.08460212239356983,-1.5163385459270435,-0.5572078208812177,-0.5137439890413782,-1.6547927571497727,296,62.16,-5.862217168932859,False,0.0,-0.047422779542951154,0.049977811780431286,-5.4960612106590885,-2.464447409244038,-2.3471423696707574,-6.348836050098387,187,39.269999999999996,-12.07608340793256,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0364_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-2.589_not_above_10.000;validation_return_per_turnover_proxy_bps_-5.862_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.076_not_above_10.000;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
527,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_quality_single_pair_4p0x_0p1alloc,alpha_zoo_quality_single_pair,individual_seed,fresh_train_validation_10bps_retune,,4.0,0.1,0.4,4000.0,4000.0,True,-0.062323413788917814,0.3544157801473148,-0.1354543739379337,-0.06595422724861623,-0.04869570202544645,-0.17584830382838135,1416,566.4,-1.1003427575727014,False,-0.03657106321482262,0.09364203251357804,-0.716986590815743,-0.33658811108758474,-0.30776808231664765,-1.5001364700401174,334,133.6,-2.737355031049597,False,0.0,-0.04291917453674132,0.11166384616584603,-2.1407183169777366,-1.0763081175475397,-0.9681956656769498,-2.6107635157971245,183,73.2,-5.863275209937338,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0366_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-1.100_not_above_10.000;validation_return_per_turnover_proxy_bps_-2.737_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-5.863_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
528,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_seed_alpha_zoo_quality_single_pair_2p0x_0p2alloc,alpha_zoo_quality_single_pair,individual_seed,fresh_train_validation_10bps_retune,,2.0,0.2,0.4,4000.0,4000.0,True,-0.062323413788917814,0.3544157801473148,-0.1354543739379337,-0.06595422724861623,-0.04869570202544645,-0.17584830382838135,1416,566.4,-1.1003427575727014,False,-0.03657106321482262,0.09364203251357804,-0.716986590815743,-0.33658811108758474,-0.30776808231664765,-1.5001364700401174,334,133.6,-2.737355031049597,False,0.0,-0.04291917453674132,0.11166384616584603,-2.1407183169777366,-1.0763081175475397,-0.9681956656769498,-2.6107635157971245,183,73.2,-5.863275209937338,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,validation_return_-0.0366_below_0.02;train_return_not_positive;train_validation_return_ratio_0.0000_below_0.50;train_return_per_turnover_proxy_bps_-1.100_not_above_10.000;validation_return_per_turnover_proxy_bps_-2.737_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-5.863_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,{}
